9.609650462,2.300538338,2.144411872,5.400097818,2.09694813,9.634166354,stay
9.577768111,2.282697158,2.079823632,5.354778044,2.07934091,9.675361032,stay
9.580926923,2.271344217,2.043194217,5.323988573,2.048942029,9.707329501,stay
9.572379851,2.230444216,2.010800097,5.326597272,2.032994907,9.758870587,stay
9.547868084,2.196873625,1.994173625,5.319192466,2.032565918,9.817589728,stay
9.565006322,2.179697153,1.951135386,5.297095442,2.030031049,9.85036203,stay
9.569985736,2.167638329,1.86870597,5.283835799,2.018890948,9.690330462,stay
9.57565043,2.144714799,1.775294199,5.285105208,1.99368474,9.319358323,stay
9.591906314,2.134438327,1.718823609,5.282501322,1.993022879,9.072165195,stay
9.597729842,2.133361858,1.67723537,5.285071277,1.999573719,8.979242422,stay
9.55462984,2.143773624,1.635217721,5.258734662,1.97104246,8.932967691,stay
9.506847484,2.198164803,1.522964773,5.204809486,1.773796515,8.400568609,stay
9.461691604,2.21845892,1.398120647,5.142568205,1.750700002,7.609437513,stay
9.359103362,2.236241272,1.271747108,4.35973206,1.715602005,6.814147642,stay
9.374829825,2.285241275,1.278847108,4.365036835,1.53586693,6.815801553,stay
9.371221009,2.285182451,1.301141227,4.346671994,1.544348205,6.801773199,stay
9.345494541,2.308082452,1.287808871,4.341713502,1.471578091,6.793610254,stay
9.370318086,2.350455984,1.187729456,4.583337769,1.339527006,6.294720825,stay
9.474221033,2.37851481,0.961414746,4.920232828,1.265358478,4.004464705,stay
9.611591629,2.377376574,0.737158855,5.223388645,1.315210304,2.086083142,stay
9.756003399,2.366435396,0.603570618,5.442123579,1.382414926,1.689447319,stay
9.827218112,2.369435396,0.525235319,5.526936455,1.363325949,1.644796576,stay
9.846923996,2.358964808,0.504176494,5.554114244,1.386520318,1.662480276,stay
9.840826932,2.357141279,0.460785315,5.535628284,1.406824548,1.659743018,stay
9.834197531,2.335788337,0.397705902,5.489529185,1.494218158,1.647996397,stay
9.852785765,2.29557363,0.299979426,5.499466858,1.61272446,1.540054802,stay
9.928571056,2.2507501,0.20962648,5.337216192,1.707924709,1.525988284,stay
9.990494597,2.202261862,0.132529419,5.197168625,1.765971013,1.60878026,stay
9.96080636,2.164808919,0.047805886,5.444117662,1.801105893,1.601755802,stay
9.837844587,2.144200094,-0.029214708,5.500959338,1.827671262,1.516781199,stay
9.68127692,2.140023624,-0.046588239,5.028548585,1.843394754,1.521206962,stay
9.656491635,2.11378833,-0.038802944,5.078107422,1.864816647,1.510770245,stay
9.722121052,2.057417737,-0.069961769,4.709043082,1.806366441,1.488047835,stay
9.74286517,2.0163795,-0.101764712,4.715390961,1.763282774,1.457104723,stay
9.682865162,1.9963795,-0.104688241,4.933707788,1.747776376,1.45123675,stay
9.577003386,1.977164793,-0.120494124,4.938483326,1.738023198,1.456269315,stay
9.478550443,1.956005967,-0.131279418,4.779050183,1.737239823,1.455814225,stay
9.470473963,1.915905965,-0.122455888,4.791537287,1.693861714,1.47548629,stay
9.548903381,1.875217726,-0.08388824,4.601802371,1.622528828,1.469009579,stay
9.607826925,1.838650075,-0.073376475,4.491352612,1.557288324,1.469573815,stay
9.645003394,1.796826548,-0.079708828,4.392774733,1.447316853,1.470641566,stay
9.69160928,1.762847132,-0.081161769,4.23282333,1.354683369,1.474022638,stay
9.693197503,1.720964781,-0.104532358,4.25953568,1.221420996,1.410039792,stay
9.676726912,1.706082426,-0.104532358,4.267282433,1.177934372,1.399947885,stay
9.662176908,1.696123605,-0.076767651,4.182386735,1.169058642,1.376185485,stay
9.69390339,1.660711841,-0.039335296,4.200261027,1.111004549,1.324329669,stay
9.759432811,1.626673606,0.016879412,4.095756761,1.028537561,1.2331721,stay
9.796903405,1.589438313,0.051273531,4.013137086,0.925674679,1.214933299,stay
9.79437398,1.546005963,0.063173531,4.059042777,0.8096592,1.217777328,stay
9.815865161,1.494517724,0.080858827,4.165645865,0.720147804,1.231536947,stay
9.850923987,1.441753014,0.123761768,4.291358029,0.674832974,1.254484935,stay
9.937923992,1.387105954,0.188014713,4.259044738,0.641699322,1.275016317,stay
10.04058871,1.344241247,0.24644707,3.957748158,0.617507032,1.327017799,stay
10.07297988,1.297770655,0.279135309,3.911395018,0.563487266,1.356504277,stay
10.07607695,1.278514773,0.296176485,3.907778507,0.569204812,1.368329362,stay
10.0912946,1.270535361,0.312941191,3.886058436,0.577551038,1.373006232,stay
10.10688283,1.248144183,0.327902956,3.870888911,0.583779383,1.372222784,stay
10.12678577,1.212791243,0.318785309,3.855348916,0.56805369,1.377572059,stay
10.1197093,1.182420652,0.283826483,3.890400656,0.553484382,1.350326543,stay
10.09725931,1.155991237,0.237629424,3.943693454,0.53450219,1.258334924,stay
10.08223873,1.144147119,0.211276481,3.992603029,0.530567668,1.212211799,stay
10.07143579,1.140911823,0.201844129,4.077744666,0.531512583,1.199072384,stay
10.04837697,1.135697118,0.192588248,4.201890032,0.531136127,1.192732981,stay
10.00217991,1.12987359,0.180764717,4.290561952,0.521685896,1.1831399,stay
9.939276966,1.12987359,0.180158835,4.289484297,0.519461772,1.179832263,stay
9.884062253,1.127561825,0.172452952,4.23962365,0.517405119,1.151047731,stay
9.8447299,1.123523589,0.160667658,4.249235755,0.515145872,1.124714676,stay
9.796926957,1.127623589,0.154235305,4.256529312,0.520052481,1.12218901,stay
9.725241652,1.127858883,0.152961776,4.152164565,0.526262635,1.113909454,stay
9.642241637,1.138232412,0.163238247,3.909218956,0.543474259,1.114834195,stay
9.547594566,1.159820649,0.183317661,3.556243237,0.568635767,1.108205138,stay
9.434909269,1.199408884,0.213394132,3.127924642,0.589586054,1.072507797,stay
9.314635735,1.250997123,0.250141192,2.738478463,0.583006352,1.016443479,stay
9.231594553,1.298132421,0.269317664,2.620179449,0.558480928,1.007818101,stay
9.161321032,1.331132423,0.269161781,2.540817985,0.535508303,1.051751038,stay
9.090203379,1.356526543,0.255867662,2.423467412,0.506250298,1.06851807,stay
9.050909267,1.379173604,0.263455899,2.334439073,0.464697252,1.011024277,stay
9.017771029,1.407173607,0.297261782,2.334220743,0.418484658,0.92940032,stay
8.986847485,1.424997137,0.347282372,2.952927554,0.382268298,0.916569587,stay
8.91818278,1.43762655,0.354005902,3.679827141,0.382268298,1.518068592,stay
8.847144543,1.430547138,0.269535312,3.738821467,0.403067897,2.473656569,stay
8.819594547,1.416447138,0.148517655,3.67678733,0.457390786,3.210176893,stay
8.842535725,1.394250078,0.037497059,3.684339779,0.518452137,3.596190384,stay
8.874044545,1.3637589,-0.040855889,3.913210827,0.548190729,3.840168756,stay
8.834279841,1.336876546,-0.105935303,4.941986266,0.583795888,4.298959818,stay
8.737847482,1.298994191,-0.212523543,5.663597349,0.634218682,4.980265792,stay
8.655512188,1.253582424,-0.32670002,5.747963501,0.766311262,5.557548127,stay
8.616650418,1.195994186,-0.4251912,5.738244928,0.968283079,5.934056336,stay
8.594394539,1.127661829,-0.519132381,6.76551075,1.127798734,6.613873264,stay
8.415806291,1.058291239,-0.666758856,9.050817655,1.271705383,7.755861721,stay
8.162588622,0.986820647,-0.847329458,10.74536316,1.450170143,8.887859696,stay
7.952294499,0.901626522,-1.021152992,10.92955801,1.666282478,9.871112328,stay
7.862903324,0.803135344,-1.194603004,10.96494809,1.849244216,10.6904559,stay
7.795079792,0.704900045,-1.365426548,12.02955272,1.927791103,11.40582631,stay
7.582826834,0.618820628,-1.533132439,13.27041788,2.026258028,12.58859602,stay
7.326847406,0.536447095,-1.728444219,13.77851549,2.304449274,14.96451064,stay
7.105867975,0.434938267,-1.987603046,13.80151782,2.506772241,17.19376719,stay
6.941847371,0.335350028,-2.254994243,14.14628319,2.554397852,18.30896633,stay
6.777297363,0.256508846,-2.473800133,15.36513421,2.543152457,19.09976547,stay
6.549197358,0.19400002,-2.674288379,16.04873994,2.61569478,21.4222351,stay
6.319706164,0.124488254,-2.96252369,15.79175296,2.719103039,25.46384269,stay
6.136097333,0.062411778,-3.336523708,15.21625991,2.846008121,28.42878442,stay
5.960509095,0.006764716,-3.697482546,14.66631617,2.995397189,29.42167134,stay
5.783862025,-0.057252934,-3.990776677,14.43090364,3.239058447,29.65446462,stay
5.616391435,-0.143761763,-4.251503166,14.44784575,3.598870947,29.87347235,stay
5.445941427,-0.247488238,-4.508738467,14.87558058,4.329712885,30.40311259,stay
5.235412005,-0.387547066,-4.778229646,15.11975225,5.321782572,30.76045011,stay
5.028256117,-0.549547072,-5.03250612,15.22614544,6.445228537,30.97842856,stay
4.823214928,-0.723370615,-5.266409066,15.14198014,7.461718918,31.21858733,stay
4.64125316,-0.894979451,-5.491056136,14.96409412,8.37182404,31.18190802,stay
4.490194325,-1.067920631,-5.69915321,14.70735727,9.07862405,30.73734782,stay
4.373391376,-1.234135345,-5.882976743,14.41984175,9.913488071,30.11871841,stay
4.278567847,-1.419744174,-6.06636792,14.14134616,10.62621408,29.34775954,stay
4.195761956,-1.607470646,-6.239014987,14.00602745,11.23758674,28.47395262,stay
4.096567831,-1.799508892,-6.39848558,14.01166618,11.7138001,27.47924757,stay
3.962903121,-1.987547131,-6.534232644,13.85331807,12.09946683,26.38683237,stay
3.81697959,-2.170429494,-6.650450296,13.44295305,12.47983622,25.25161086,stay
3.674861929,-2.357117737,-6.770467949,12.97438741,12.75839272,24.14562931,stay
3.543467811,-2.542491275,-6.898938545,12.5773254,12.86683679,23.02613963,stay
3.410526628,-2.720353049,-7.029665023,12.18972683,12.8509852,21.79793997,stay
3.253997218,-2.89686188,-7.156038554,11.75807866,12.73911427,20.56818423,stay
3.075097214,-3.077429533,-7.279117971,11.33052058,12.48027458,19.40905847,stay
2.891841324,-3.255114831,-7.415706215,10.87824843,12.10049764,18.28140104,stay
2.732017786,-3.434526607,-7.553059165,10.47392334,11.62773751,17.10784083,stay
2.584547188,-3.614544261,-7.685806228,10.06837347,11.16975905,15.93223166,stay
2.432114825,-3.790758972,-7.815141525,9.596466627,10.77167675,14.91992891,stay
2.277841288,-3.958053098,-7.94278859,9.060635223,10.43467077,14.13791485,stay
2.103055979,-4.119485458,-8.095494475,8.150034578,10.10063913,13.23596183,stay
1.937564797,-4.282073701,-8.270241539,7.259876181,9.786252039,11.97136275,stay
1.799153031,-4.455232537,-8.450165075,6.71175721,9.557077164,10.53143088,stay
1.744917734,-4.643429598,-8.579791546,6.680346489,9.25362299,9.751811413,stay
1.717603026,-4.822703131,-8.642418029,6.742979363,8.980438033,9.633844755,stay
1.606250078,-4.992114899,-8.691673915,6.64613636,8.698682043,9.58625901,stay
1.389661831,-5.151073723,-8.740026848,5.595513424,8.558115246,9.468127469,stay
1.164426532,-5.319523722,-8.813456264,4.325836995,8.527440484,9.122506561,stay
1.041682408,-5.516170782,-8.908376862,4.004737576,8.250419431,8.606044358,stay
1.016800055,-5.703191379,-8.988847452,4.018548933,7.85395762,8.329178415,stay
0.978761818,-5.871544328,-9.06090627,4.011156642,7.464500203,8.19300848,stay
0.873741224,-6.016288446,-9.139650392,3.614965587,7.209965103,7.996454192,stay
0.740602979,-6.145994329,-9.233885681,2.739561178,7.000277522,7.647665453,stay
0.757564748,-6.276700212,-9.278338619,2.836714904,6.71149795,7.520170735,stay
0.871820634,-6.407641397,-9.274082726,2.618950454,6.363898357,7.595118537,stay
0.943664756,-6.523406113,-9.243712135,2.508077763,6.032732968,7.885199453,stay
0.881232397,-6.618423766,-9.183985654,2.249272558,5.751802907,8.332217972,stay
0.783191219,-6.709167892,-9.110241525,1.738768379,5.443181395,8.765869445,stay
